"...1","SegmentR","PEPR","AgeR","TimeRelationR","IncomeSourceR","ActivityR","NationalityR","CommonAddR","ProductTR","SubproductR","OperationTR","MonetaryInstR","DivisaR","ChannelR","OperabilitySR","OGoverR","SARR","VMR","VOR","SumSeR","SumReR","RSR","AAR","SendingNumR","ReceivingNumR","StateOpeR","StateResR","MunOpeR","MunResR","CountryR","row_median","tag"
9931,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
9932,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
9933,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
9934,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
9935,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
9936,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
9937,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
9938,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
9939,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
9940,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
9941,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
9942,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
9943,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
9944,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
9945,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
9946,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
9947,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,60,85,75,10,50,"High"
9948,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
9949,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
9950,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
9951,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,40,85,75,10,50,"High"
9952,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
9953,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
9954,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,40,85,75,10,45,"Low"
9955,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,40,85,75,10,50,"High"
9956,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
9957,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
9958,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,60,85,75,10,50,"High"
9959,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
9960,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,40,85,75,10,45,"Low"
9961,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
9962,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
9963,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
9964,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
9965,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
9966,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,40,85,75,10,45,"Low"
9967,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
9968,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
9969,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,60,85,75,10,55,"Mid"
9970,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
9971,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,40,85,75,10,50,"High"
9972,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
9973,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
9974,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,60,85,75,10,50,"High"
9975,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
9976,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
9977,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
9978,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
9979,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,40,85,75,10,50,"High"
9980,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
9981,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,40,85,75,10,45,"Low"
9982,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,60,85,75,10,55,"Mid"
9983,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,60,85,75,10,55,"Mid"
9984,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
9985,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
9986,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
9987,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
9988,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,40,85,75,10,45,"Low"
9989,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,40,85,75,10,45,"Low"
9990,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,60,85,75,10,55,"Mid"
9991,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
9992,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
9993,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
9994,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,40,85,75,10,45,"Low"
9995,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
9996,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,40,85,75,10,45,"Low"
9997,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
9998,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
9999,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,40,85,75,10,45,"Low"
10000,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10001,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10002,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10003,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,40,85,75,10,50,"High"
10004,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10005,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10006,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10007,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,60,85,75,10,45,"Low"
10008,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
10009,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,40,85,75,10,50,"High"
10010,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10011,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
10012,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,40,85,75,10,45,"Low"
10013,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10014,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,45,"Low"
10015,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10016,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,60,85,75,10,45,"Low"
10017,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10018,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
10019,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10020,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
10021,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,60,85,75,10,50,"High"
10022,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,40,85,75,10,50,"High"
10023,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,40,85,75,10,45,"Low"
10024,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,40,85,75,10,50,"High"
10025,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
10026,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,40,85,75,10,50,"High"
10027,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10028,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10029,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,45,"Low"
10030,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10031,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,60,85,75,10,50,"High"
10032,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,60,85,75,10,50,"High"
10033,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
10034,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10035,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,60,85,75,10,50,"High"
10036,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10037,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10038,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
10039,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
10040,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10041,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10042,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10043,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,60,85,75,10,50,"High"
10044,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,40,85,75,10,45,"Low"
10045,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10046,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10047,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10048,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10049,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10050,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,40,85,75,10,45,"Low"
10051,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10052,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10053,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10054,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10055,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
10056,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10057,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
10058,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10059,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,60,85,75,10,50,"High"
10060,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10061,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
10062,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,40,85,75,10,45,"Low"
10063,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10064,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
10065,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10066,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,40,85,75,10,45,"Low"
10067,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10068,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10069,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,40,85,75,10,50,"High"
10070,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
10071,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10072,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10073,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,40,85,75,10,50,"High"
10074,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,60,85,75,10,45,"Low"
10075,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10076,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,60,85,75,10,55,"Mid"
10077,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10078,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
10079,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10080,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10081,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10082,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10083,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10084,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
10085,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10086,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,40,85,75,10,50,"High"
10087,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,40,85,75,10,45,"Low"
10088,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10089,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,50,60,85,75,10,50,"High"
10090,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,60,85,75,10,50,"High"
10091,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10092,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
10093,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,60,85,75,10,50,"High"
10094,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
10095,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10096,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
10097,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
10098,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10099,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,60,85,75,10,50,"High"
10100,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10101,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10102,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,50,60,85,75,10,45,"Low"
10103,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,40,85,75,10,45,"Low"
10104,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
10105,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,60,85,75,10,50,"High"
10106,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
10107,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
10108,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10109,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,50,60,85,75,10,45,"Low"
10110,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
10111,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10112,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,40,85,75,10,50,"High"
10113,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
10114,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
10115,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10116,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,50,40,85,75,10,50,"High"
10117,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,40,85,75,10,50,"High"
10118,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10119,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
10120,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10121,60,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,60,85,75,10,55,"Mid"
10122,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,50,40,85,75,10,50,"High"
10123,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,70,60,85,75,10,50,"High"
10124,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,70,60,85,75,10,50,"High"
10125,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,70,40,85,75,10,45,"Low"
10126,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,50,60,85,75,10,50,"High"
10127,40,10,66,20,25,60,10,70,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,70,60,85,75,10,50,"High"
10128,60,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,70,40,85,75,10,50,"High"
10129,40,10,66,20,25,60,10,70,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,50,60,85,75,10,50,"High"
